query_id,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_5,ndcg_at_10,map,latency_ms
527,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8512.84029999806
528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8793.764999994892
532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8380.412900005467
533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8532.890100002987
535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8782.332000002498
536,0.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,0.25,9301.855400000932
539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8505.279699995299
540,0.0,0.5,0.5,0.2,0.23719771276929622,0.23719771276929622,0.1,8209.653899990371
544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8281.108499999391
549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8398.779800001648
551,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,8513.48940000753
552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8574.78209999681
554,0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,8671.85579999932
560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8716.948900007992
569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8503.78090000595
575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8294.189799999003
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8804.531599991606
578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8495.611499994993
587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8647.437199993874
589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8711.239099997329
593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8635.821900010342
597,0.6666666666666666,0.6666666666666666,1.0,1.0,0.7039180890341347,0.8710785440003369,0.7222222222222222,9053.737399997772
598,0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,8566.349600005196
613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8392.749699996784
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8771.47020000848
623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8816.211900004419
628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8617.691399995238
636,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,9158.469400004833
637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9465.500299993437
641,0.5,0.5,1.0,1.0,0.6131471927654584,0.8315546295836225,0.6666666666666666,8825.750499992864
644,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,9307.496299996274
649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9135.83159999689
659,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,9184.609199990518
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9545.21460000251
674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8778.50220000255
684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8507.573399998364
690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9421.654699995997
691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8793.50759999943
692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8598.540099992533
693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9634.07780000125
700,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8829.042400000617
702,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8618.298100001994
715,0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,8952.083800002583
716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9413.862299988978
718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8810.600700002396
721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10037.048400001368
723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8513.669899999513
727,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,0.1,8943.073799993726
728,0.5,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546,0.7,9479.893099996843
729,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8267.345100000966
742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8804.519400000572
743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8310.83449999278
744,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8001.8549999949755
756,0.0,0.0,1.0,0.125,0.0,0.31546487678572877,0.125,8471.126400007051
759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8502.823700007866
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8501.6314000095
770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8640.46419999795
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8647.687799995765
